CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
ARMIL / C F S INC,02-Central,739741100,14341.36,9133.13,5208.23
ARMIL / C F S INC,02-Central,740361900,14244.96,6724.31,7520.65
ARMIL / C F S INC,02-Central,781500000,13396.05,4390.38,9005.67
ARMIL / C F S INC,02-Central,727000140,12699.04,2323.3,10375.74
ARMIL / C F S INC,02-Central,764561000,12308.01,6558.78,5749.23
ARMIL / C F S INC,02-Central,777905413,12167.76,7064.59,5103.17
ARMIL / C F S INC,02-Central,764901000,11587,5145.32,6441.68
ARMIL / C F S INC,02-Central,733151600,10286.8,1668.65,8618.15
ARMIL / C F S INC,02-Central,781630000,10272.96,3215.72,7057.24
ARMIL / C F S INC,02-Central,770940000,10213,434.16,9778.84
ARMIL / C F S INC,02-Central,768121000,10167,4931.6,5235.4
ARMIL / C F S INC,02-Central,733141200,10121.2,2006.27,8114.93
ARMIL / C F S INC,02-Central,733484800,9960,1849.08,8110.92
ARMIL / C F S INC,02-Central,780250000,9919.62,4086.91,5832.71
ARMIL / C F S INC,02-Central,764827501,9093.18,4282.79,4810.39
ARMIL / C F S INC,02-Central,734142001,9076.5,3554.48,5522.02
ARMIL / C F S INC,02-Central,733423700,9006.4,1566.22,7440.18
ARMIL / C F S INC,02-Central,766121070,8969.29,5828.28,3141.01
ARMIL / C F S INC,02-Central,733464500,8559,1362,7197
ARMIL / C F S INC,02-Central,759661000,8480.82,1164.68,7316.14
ARMIL / C F S INC,02-Central,764827502,8364.33,3959.88,4404.45
ARMIL / C F S INC,02-Central,734173000,8329.3,2046.89,6282.41
ARMIL / C F S INC,02-Central,770560000,8131.1,698.95,7432.15
ARMIL / C F S INC,02-Central,768241030,8094,3449.84,4644.16
ARMIL / C F S INC,02-Central,764342000,7985,4519.4,3465.6
ARMIL / C F S INC,02-Central,764861000,7421,3586.64,3834.36
ARMIL / C F S INC,02-Central,734711100,7024.87,1477.76,5547.11
ARMIL / C F S INC,02-Central,777905414,7001.22,4292.57,2708.65
ARMIL / C F S INC,02-Central,733464400,6946.2,1463.62,5482.58
ARMIL / C F S INC,02-Central,733201000,6856.72,1389.02,5467.7
ARMIL / C F S INC,02-Central,733725500,6766,3026.4,3739.6
ARMIL / C F S INC,02-Central,739681100,6731.39,4080.42,2650.97
ARMIL / C F S INC,02-Central,768211000,6497,2983.93,3513.07
ARMIL / C F S INC,02-Central,738561000,6408.4,5222.97,1185.43
ARMIL / C F S INC,02-Central,770200000,6129,663.98,5465.02
ARMIL / C F S INC,02-Central,764481000,6096,3296.52,2799.48
ARMIL / C F S INC,02-Central,739541200,6025.46,1928.1,4097.36
ARMIL / C F S INC,02-Central,739370000,5952.83,3898.06,2054.77
ARMIL / C F S INC,02-Central,764821073,5930,5832,98
ARMIL / C F S INC,02-Central,777905415,5871.88,3320.66,2551.22
ARMIL / C F S INC,02-Central,792624000,5639.8,1216.06,4423.74
ARMIL / C F S INC,02-Central,793000010,5472,866.59,4605.41
ARMIL / C F S INC,02-Central,770210000,5454,618.39,4835.61
ARMIL / C F S INC,02-Central,733525600,5383,808.1,4574.9
ARMIL / C F S INC,02-Central,766081010,5310,2448.72,2861.28
ARMIL / C F S INC,02-Central,771330000,5293.08,1665.59,3627.49
ARMIL / C F S INC,02-Central,766122000,5250,2884.62,2365.38
ARMIL / C F S INC,02-Central,780210000,4860,1907.14,2952.86
ARMIL / C F S INC,02-Central,777642000,4602.7,1590.24,3012.46
ARMIL / C F S INC,02-Central,733211050,4600,1056.06,3543.94
ARMIL / C F S INC,02-Central,770930000,4599,160.7,4438.3
ARMIL / C F S INC,02-Central,764261000,4589,1605.55,2983.45
ARMIL / C F S INC,02-Central,764522000,4424,2108.43,2315.57
ARMIL / C F S INC,02-Central,764902000,4370,1926.87,2443.13
ARMIL / C F S INC,02-Central,764601000,4356,2115.55,2240.45
ARMIL / C F S INC,02-Central,764521000,4173,2124.92,2048.08
ARMIL / C F S INC,02-Central,733525400,4169.75,618.3,3551.45
ARMIL / C F S INC,02-Central,764827504,4003.58,1882.58,2121
ARMIL / C F S INC,02-Central,770380000,3981.2,369.51,3611.69
ARMIL / C F S INC,02-Central,770240000,3948,416.58,3531.42
ARMIL / C F S INC,02-Central,733423800,3872.64,689.91,3182.73
ARMIL / C F S INC,02-Central,764827503,3861,1610.21,2250.79
ARMIL / C F S INC,02-Central,764821161,3805,3720,85
ARMIL / C F S INC,02-Central,777905410,3602.74,2952.47,650.27
ARMIL / C F S INC,02-Central,734414100,3578.74,562.07,3016.67
ARMIL / C F S INC,02-Central,738521000,3532.13,3547.76,-15.63
ARMIL / C F S INC,02-Central,739561000,3374.63,1196.98,2177.65
ARMIL / C F S INC,02-Central,768221000,3370,1747.05,1622.95
ARMIL / C F S INC,02-Central,764781000,3240,1409.43,1830.57
ARMIL / C F S INC,02-Central,768750000,3197.2,805.67,2391.53
ARMIL / C F S INC,02-Central,777905411,3094.3,2850.01,244.29
ARMIL / C F S INC,02-Central,770270000,3086.13,328.8,2757.33
ARMIL / C F S INC,02-Central,733423600,2851.2,512.61,2338.59
ARMIL / C F S INC,02-Central,737321000,2835.84,856.56,1979.28
ARMIL / C F S INC,02-Central,780640000,2786.48,881.47,1905.01
ARMIL / C F S INC,02-Central,733525500,2764.5,422.37,2342.13
ARMIL / C F S INC,02-Central,739541100,2705.98,815.94,1890.04
ARMIL / C F S INC,02-Central,733403200,2680.48,361.85,2318.63
ARMIL / C F S INC,02-Central,770600000,2642.36,192.64,2449.72
ARMIL / C F S INC,02-Central,793452074,2561.9,1380.26,1181.64
ARMIL / C F S INC,02-Central,764602000,2553,1218.82,1334.18
ARMIL / C F S INC,02-Central,739781100,2490.66,1332.94,1157.72
ARMIL / C F S INC,02-Central,737902100,2365.4,608.41,1756.99
ARMIL / C F S INC,02-Central,793260074,2353,2034.81,318.19
ARMIL / C F S INC,02-Central,767501000,2352.24,3,2349.24
ARMIL / C F S INC,02-Central,767970110,2352.24,31.86,2320.38
ARMIL / C F S INC,02-Central,771500000,2258.03,165.39,2092.64
ARMIL / C F S INC,02-Central,780770000,2213.71,699.39,1514.32
ARMIL / C F S INC,02-Central,733586400,2208.96,182.86,2026.1
ARMIL / C F S INC,02-Central,793330000,2086.5,895.31,1191.19
ARMIL / C F S INC,02-Central,777905412,2065.13,1492.94,572.19
ARMIL / C F S INC,02-Central,734851000,1898.33,456.99,1441.34
ARMIL / C F S INC,02-Central,764482000,1826,1029.94,796.06
ARMIL / C F S INC,02-Central,739541000,1588.9,543.01,1045.89
ARMIL / C F S INC,02-Central,781570000,1478,482.68,995.32
ARMIL / C F S INC,02-Central,739390000,1434.72,577.02,857.7
ARMIL / C F S INC,02-Central,764903000,1367.35,509.66,857.69
ARMIL / C F S INC,02-Central,764301000,1320,762.68,557.32
ARMIL / C F S INC,02-Central,781590000,1298.24,417.88,880.36
ARMIL / C F S INC,02-Central,770510000,1292,96.4,1195.6
ARMIL / C F S INC,02-Central,770260000,1224.9,135.26,1089.64
ARMIL / C F S INC,02-Central,780360000,1209.2,373.85,835.35
ARMIL / C F S INC,02-Central,733832000,1206,385.42,820.58
ARMIL / C F S INC,02-Central,770520000,1190.7,96.64,1094.06
ARMIL / C F S INC,02-Central,764521061,1180,1278,-98
ARMIL / C F S INC,02-Central,770570000,1143.68,100.73,1042.95
ARMIL / C F S INC,02-Central,770220000,1125.6,109.39,1016.21
ARMIL / C F S INC,02-Central,733444200,1073,193.2,879.8
ARMIL / C F S INC,02-Central,770450000,1050.75,97.34,953.41
ARMIL / C F S INC,02-Central,768231300,1025,545.35,479.65
ARMIL / C F S INC,02-Central,768231000,1024,539.26,484.74
ARMIL / C F S INC,02-Central,793450174,1005.14,856.63,148.51
ARMIL / C F S INC,02-Central,740382201,976.5,300.51,675.99
ARMIL / C F S INC,02-Central,770303000,934.4,25.23,909.17
ARMIL / C F S INC,02-Central,792760000,914.14,233.24,680.9
ARMIL / C F S INC,02-Central,792620000,855.2,173.48,681.72
ARMIL / C F S INC,02-Central,764341000,792,458.7,333.3
ARMIL / C F S INC,02-Central,764346500,792,469.69,322.31
ARMIL / C F S INC,02-Central,764262000,788,460,328
ARMIL / C F S INC,02-Central,781580000,779.68,175.64,604.04
ARMIL / C F S INC,02-Central,771132000,766.25,39.51,726.74
ARMIL / C F S INC,02-Central,781835000,734.2,214.72,519.48
ARMIL / C F S INC,02-Central,742546000,714.6,78.36,636.24
ARMIL / C F S INC,02-Central,763991000,712,196.12,515.88
ARMIL / C F S INC,02-Central,734890000,700.35,198.96,501.39
ARMIL / C F S INC,02-Central,764761000,681,472.17,208.83
ARMIL / C F S INC,02-Central,770290000,643,76.59,566.41
ARMIL / C F S INC,02-Central,780310000,572.48,159.95,412.53
ARMIL / C F S INC,02-Central,764862000,565,250.28,314.72
ARMIL / C F S INC,02-Central,767970020,522.72,1.8,520.92
ARMIL / C F S INC,02-Central,723960000,476.5,176.46,300.04
ARMIL / C F S INC,02-Central,770280000,440.88,76.95,363.93
ARMIL / C F S INC,02-Central,739641100,408.24,274.85,133.39
ARMIL / C F S INC,02-Central,764781040,385,201.66,183.34
ARMIL / C F S INC,02-Central,780630000,339.52,118.56,220.96
ARMIL / C F S INC,02-Central,776201000,316,185.15,130.85
ARMIL / C F S INC,02-Central,793540000,307.5,144.84,162.66
ARMIL / C F S INC,02-Central,734990000,140.8,27.39,113.41
ARMIL / C F S INC,02-Central,734900000,96.92,38.36,58.56
ASHCON,07-Canada Direct,777601000,3726.6,587.95,3138.65
ASHCON,9x-Export,777601000,2049.6,293.98,1755.62
ASHEVILLE RUBBER & GASKET,02-Central,733525600,7645,720.37,6924.63
ASHEVILLE RUBBER & GASKET,02-Central,734211200,946.28,92.43,853.85
ASHLAND ADVANCED,01-East,766689000,19660,2386.27,17273.73
ASK CHEMICALS HI-TECH LLC,01-East,732663000,215136,33045.76,182090.24
ASK CHEMICALS HI-TECH LLC,01-East,732670000,11329.9,4547.46,6782.44
ASK CHEMICALS HI-TECH LLC,01-East,732675000,6236.33,2049.38,4186.95
ASK CHEMICALS HI-TECH LLC,01-East,732650000,4881.61,1944.67,2936.94
ASK CHEMICALS HI-TECH LLC,01-East,732662000,4792.5,1755.06,3037.44
ASK CHEMICALS HI-TECH LLC,01-East,732630000,4683.15,1258.91,3424.24
ASK CHEMICALS HI-TECH LLC,01-East,733141200,265.6,133.96,131.64
ASPEN PRODUCTS GROUP,01-East,739390000,364.64,161.76,202.88
ASSOCIATED SPRING,02-Central,739781100,789.76,190.42,599.34
ASSOCIATED SPRING,02-Central,739741100,411.84,109.56,302.28
ATA,02-Central,745471000,2262,293.3,1968.7
ATA,02-Central,764821000,1290,46.07,1243.93
ATA,02-Central,734311100,275.36,35.3,240.06
ATD ENGINEERING MACHINE,02-Central,739370000,2218.24,639.76,1578.48
ATI FABRICATED COMPONENTS,02-Central,766121000,68580,3269.84,65310.16
ATLANTECH DISTRIBUTION,01-East,735602000,77355,29396.27,47958.73
ATLANTECH DISTRIBUTION,01-East,739741100,31786.4,32062.53,-276.13
ATLANTECH DISTRIBUTION,01-East,735752000,10092,4207.32,5884.68
ATLANTECH DISTRIBUTION,01-East,735602010,1800,1130.24,669.76
ATLANTECH DISTRIBUTION,01-East,734351200,1488.52,147.24,1341.28
ATLANTECH DISTRIBUTION,01-East,734751200,654.45,113.13,541.32
ATLANTECH DISTRIBUTION,01-East,738542000,640.32,574.08,66.24
ATLANTECH DISTRIBUTION,02-Central,735602000,235807.2,91012.4,144794.8
ATLANTECH DISTRIBUTION,02-Central,733403200,182160,22729.65,159430.35
ATLANTECH DISTRIBUTION,02-Central,735602110,34265,13764.58,20500.42
ATLANTECH DISTRIBUTION,02-Central,764781000,20700,8504.97,12195.03
ATLANTECH DISTRIBUTION,02-Central,764821000,17268.85,3585.65,13683.2
ATLANTECH DISTRIBUTION,02-Central,739641100,16439.04,8585.27,7853.77
ATLANTECH DISTRIBUTION,02-Central,764301000,16344.9,4089.86,12255.04
ATLANTECH DISTRIBUTION,02-Central,733464600,14582.5,2476.53,12105.97
ATLANTECH DISTRIBUTION,02-Central,764521000,5172.3,1674.49,3497.81
ATLANTECH DISTRIBUTION,02-Central,735750000,4650,1927.06,2722.94
ATLANTECH DISTRIBUTION,02-Central,764601000,3858.75,993.27,2865.48
ATLANTECH DISTRIBUTION,02-Central,733151500,3794.4,753.88,3040.52
ATLANTECH DISTRIBUTION,02-Central,739450000,3249.18,1431.28,1817.9
ATLANTECH DISTRIBUTION,02-Central,733444200,2572,455.78,2116.22
ATLANTECH DISTRIBUTION,02-Central,764522000,2563.6,817.14,1746.46
ATLANTECH DISTRIBUTION,02-Central,764602000,2537.5,655.28,1882.22
ATLANTECH DISTRIBUTION,02-Central,739561200,2478.08,795.66,1682.42
ATLANTECH DISTRIBUTION,02-Central,733141200,1960,299.86,1660.14
ATLANTECH DISTRIBUTION,02-Central,764221000,1624,942.37,681.63
ATLANTECH DISTRIBUTION,02-Central,739370000,1439.36,1382.4,56.96
ATLANTECH DISTRIBUTION,02-Central,764561000,1175.8,185.57,990.23
ATLANTECH DISTRIBUTION,02-Central,739541200,815.36,225,590.36
ATLANTECH DISTRIBUTION,02-Central,733211050,502.6,111.82,390.78
ATLANTECH DISTRIBUTION,02-Central,733211000,490.6,100.59,390.01
ATLANTECH DISTRIBUTION,02-Central,735752000,465,205.2,259.8
ATLANTECH DISTRIBUTION,02-Central,733464400,399,86.74,312.26
ATLANTECH DISTRIBUTION,02-Central,733423700,244.8,45.26,199.54
ATLANTECH DISTRIBUTION,02-Central,764481000,186,50.82,135.18
ATLANTECH DISTRIBUTION,02-Central,734311100,181.96,17.65,164.31
ATLANTECH DISTRIBUTION,9x-Export,735602000,72051,27654.85,44396.15
ATLANTECH,02-Central,735602000,21805,7466.95,14338.05
ATLANTECH,02-Central,735602110,6272,2205.14,4066.86
ATLANTECH,02-Central,764521000,693,239.35,453.65
ATLANTECH,02-Central,733211050,688,223.64,464.36
ATLANTECH,02-Central,734151100,454.34,100.61,353.73
ATLANTIC CASTING,01-East,734351200,1890.75,143.35,1747.4
ATLANTIC COAST FIRE EQ.,02-Central,770380000,1880,112.66,1767.34
ATLAS FLUID,07-Canada Direct,739541100,685.44,104.83,580.61
"ATLAS HOSE & GASKET CO.,",01-East,739521100,1320.48,120.06,1200.42
ATLAS METALIZING,01-East,733586500,1857.6,181.35,1676.25
ATLAS METALIZING,01-East,734311100,381.48,33.7,347.78
ATS CAROLINA INC,02-Central,737851000,3059.2,1326.4,1732.8
"ATSCOTT MFG COMPANY, INC.",02-Central,792004000,1119.68,386.27,733.41
AUBURN LEATHER,02-Central,733671000,16480.8,4320.72,12160.08
AUBURN LEATHER,02-Central,733742000,265.6,81.75,183.85
AUBURN MANUFACTURING CO.,01-East,733464600,611,66.28,544.72
AUBURN MANUFACTURING CO.,01-East,770310000,518,45.47,472.53
AUBURN MANUFACTURING CO.,01-East,733151500,472,54.11,417.89
AUBURN MANUFACTURING CO.,01-East,733725500,286,51.76,234.24
AUSCO PRODUCTS INC.,02-Central,727000140,12323.2,5524.73,6798.47
AUTOMATIC MACHINE PRODUCT,01-East,740382101,4334.4,1351.23,2983.17
AVANTI AEROSPACE &,07-Canada Direct,770830000,2122,71.74,2050.26
AVANTI AEROSPACE &,07-Canada Direct,724003000,1391,163.64,1227.36
AVANTI AEROSPACE &,07-Canada Direct,734311100,404.36,35.3,369.06
AVIATION PRODUCTS INTL EK,9x-Export,733423600,800,90.16,709.84
"AVIS INDUSTRIES, INC.",01-East,724281900,600,148.99,451.01
AVMAX SPARES,07-Canada Direct,724121200,334,89.77,244.23
B F GOODRICH CO,02-Central,733383000,1174.8,152.13,1022.67
B&R ENGINEERING,02-Central,734990000,1430.4,165.88,1264.52
BABINGTON TECHNOLOGY LLC,02-Central,739781100,35129.6,10025.56,25104.04
BABINGTON TECHNOLOGY LLC,02-Central,739761100,4053.12,1259.8,2793.32
BABINGTON TECHNOLOGY LLC,02-Central,739741100,3739.84,1103.54,2636.3
BABINGTON TECHNOLOGY LLC,02-Central,733151500,1350,143.07,1206.93
BAE SYSTEMS,01-East,738401000,681.48,321.12,360.36
BAE SYSTEMS,01-East,768021000,389,27.49,361.51
BAILEY POTTERY EQUIPMENT,01-East,734311100,4196.8,410.84,3785.96
BAKER DISTRIBUTING  CO.,01-East,735602000,31774.5,7934.89,23839.61
BAKER DISTRIBUTING  CO.,02-Central,735602000,4136,1017.64,3118.36
BAKER MODULES,01-East,793560000,6660,2649.33,4010.67
BALLARD MATERIAL PRODUCTS,01-East,764481000,2090,169.41,1920.59
BALTIMORE RUBBER & GASKET,02-Central,777601000,1160.16,216.06,944.1
BARON BLAKESLEE SFC,02-Central,791106668,9061.92,2376.26,6685.66
BASF CORPORATION,01-East,724071900,23791.32,3183.37,20607.95
BASF CORPORATION,02-Central,740402301,9810,1949.09,7860.91
BASF CORPORATION,02-Central,777601000,7031.4,1440.36,5591.04
BASF,01-East,733141200,520,66.98,453.02
BASIC RESOURCES INC.,02-Central,733202000,25444.8,11292.36,14152.44
BASIC RESOURCES INC.,02-Central,770410000,16190,2030.59,14159.41
BASIC RESOURCES INC.,02-Central,733211000,12960,4734.53,8225.47
BASIC RESOURCES INC.,02-Central,734351200,12364.64,1859.63,10505.01
BASIC RESOURCES INC.,02-Central,733464500,5855.6,1498.67,4356.93
BASIC RESOURCES INC.,02-Central,733151500,5112,1947.83,3164.17
BASIC RESOURCES INC.,02-Central,733505200,1335,327.93,1007.07
BASIC RESOURCES INC.,02-Central,733484800,1264,287.63,976.37
BASIC RESOURCES INC.,02-Central,770220000,1065,136.73,928.27
BASIC RESOURCES INC.,02-Central,733383000,805.2,163.93,641.27
BASIC RESOURCES INC.,02-Central,777601000,697.89,216.05,481.84
BASIC RESOURCES INC.,02-Central,764781000,126,39.44,86.56
BASIC RUBBER & PLASTIC,02-Central,738381000,5008.32,4161.6,846.72
BASIC RUBBER & PLASTIC,02-Central,738361000,4382.28,2162.16,2220.12
BASIC RUBBER & PLASTIC,02-Central,740103000,792.96,135.47,657.49
BASIC RUBBER & PLASTIC,02-Central,740123000,670.32,128.01,542.31
BASIC RUBBER & PLASTIC,02-Central,738521000,556.48,298.56,257.92
BATTELLE FOR THE US DOE,01-East,777601000,386.72,72.02,314.7
BATTELLE FOR THE US DOE,01-East,768111000,280,15.38,264.62
BATTELLE,02-Central,733741000,388,93.19,294.81
BAY INDUSTRIES INC.,01-East,735602000,1477184,497108.39,980075.61
BAY INDUSTRIES INC.,01-East,735602110,428300,150904.7,277395.3
BAY INDUSTRIES INC.,01-East,764631000,244921.6,80765.31,164156.29
BAY INDUSTRIES INC.,01-East,735750000,111685,45262.02,66422.98
BAY INDUSTRIES INC.,01-East,764822000,93744,22126.95,71617.05
BAY INDUSTRIES INC.,01-East,764651000,87479.04,24691.61,62787.43
BAY INDUSTRIES INC.,01-East,764901000,80118.75,33921.91,46196.84
BAY INDUSTRIES INC.,01-East,764522000,77203,22375.27,54827.73
BAY INDUSTRIES INC.,01-East,764821000,74253.5,28926.6,45326.9
BAY INDUSTRIES INC.,01-East,764521000,48980,20993.74,27986.26
BAY INDUSTRIES INC.,01-East,764706300,41077.76,17359.48,23718.28
BAY INDUSTRIES INC.,01-East,764602000,35085,11564.29,23520.71
BAY INDUSTRIES INC.,01-East,735752000,28110,9784.77,18325.23
BAY INDUSTRIES INC.,01-East,764902000,18430,4808.72,13621.28
BAY INDUSTRIES INC.,01-East,735862000,16374.4,7084.09,9290.31
BAY INDUSTRIES INC.,01-East,764261000,14530,6650.5,7879.5
BAY INDUSTRIES INC.,01-East,766162000,14175,8969.25,5205.75
BAY INDUSTRIES INC.,01-East,764861000,13845,6022.31,7822.69
BAY INDUSTRIES INC.,01-East,766121000,13800,5970.23,7829.77
BAY INDUSTRIES INC.,01-East,764862000,11307.5,4896.53,6410.97
BAY INDUSTRIES INC.,01-East,764706200,10386.24,3579.18,6807.06
BAY INDUSTRIES INC.,01-East,764341000,9600,4797.4,4802.6
BAY INDUSTRIES INC.,01-East,764901050,8960,2021.74,6938.26
BAY INDUSTRIES INC.,01-East,733151500,8720,2164.26,6555.74
BAY INDUSTRIES INC.,01-East,779988827,8169.56,4272.41,3897.15
BAY INDUSTRIES INC.,01-East,780250000,5103.36,2493.56,2609.8
BAY INDUSTRIES INC.,01-East,780401000,4239.36,2825.72,1413.64
BAY INDUSTRIES INC.,01-East,764601000,3175,1328.62,1846.38
BAY INDUSTRIES INC.,01-East,764561000,2053,926.49,1126.51
BAY INDUSTRIES INC.,01-East,766001000,1290,599.17,690.83
BAY INDUSTRIES INC.,01-East,766122000,1180,287.62,892.38
BAY INDUSTRIES INC.,01-East,734910000,571,102.7,468.3
BAY INDUSTRIES INC.,01-East,768144210,321.7,118.28,203.42
BAY INDUSTRIES INC.,02-Central,735602000,1217970,430162.17,787807.83
BAY INDUSTRIES INC.,02-Central,735602110,226608,82947.78,143660.22
BAY INDUSTRIES INC.,02-Central,735750000,106438,43834.14,62603.86
BAY INDUSTRIES INC.,02-Central,735752000,6508,2784.58,3723.42
BAY INDUSTRIES INC.,02-Central,739561000,4596.26,1284.15,3312.11
BAY INDUSTRIES INC.,02-Central,735602010,1590,1100.9,489.1
BAY INDUSTRIES INC.,02-Central,764561000,967.5,332.66,634.84
BAY INDUSTRIES INC.,02-Central,733151500,632.2,95.38,536.82
BAY INSULATION OF TEXAS,01-East,735750000,4740,1906.59,2833.41
BAY INSULATION,01-East,739781100,558.59,327.68,230.91
BDI,02-Central,739741100,2142.4,841.6,1300.8
BDI,02-Central,739781100,2053.6,819.2,1234.4
BEARING SERVICE CO.,02-Central,770222000,3124.75,198.9,2925.85
"BENGAL SUPPLY, LLC",01-East,735602000,27360,8284.44,19075.56
BETA RESEARCH & DEV. LTD.,9x-Export,737550200,1419.6,383.16,1036.44
BETA RESEARCH & DEV. LTD.,9x-Export,779980780,920.4,271.92,648.48
BETA RESEARCH & DEV. LTD.,9x-Export,737550600,707.7,198.28,509.42
BETA RESEARCH & DEV. LTD.,9x-Export,737550000,687.92,445.77,242.15
BETA RESEARCH & DEV. LTD.,9x-Export,737550400,589.2,35.23,553.97
BETA RESEARCH & DEV. LTD.,9x-Export,779980770,273.6,143.64,129.96
BHC INTEGRATED SUPPORT,02-Central,735602000,2465,714.48,1750.52
BIRK MANUFACTURING,01-East,733525500,752.5,70.39,682.11
BLACKSTONE-NEY ULTRASONIC,01-East,739641100,393.84,137.43,256.41
BLASCH PRECISION CERAMICS,01-East,764821000,4402,155.37,4246.63
BLASCH PRECISION CERAMICS,01-East,770212000,3133,237.35,2895.65
BLASCH PRECISION CERAMICS,01-East,770200000,2592,166.4,2425.6
BLASCH PRECISION PRODUCTS,01-East,770212000,2054,156.16,1897.84
BLASCH PRECISION PRODUCTS,01-East,770220000,942,54.69,887.31
BLASCH PRECISION PRODUCTS,01-East,764821000,860,30.72,829.28
BLASCH PRECISION PRODUCTS,01-East,779987651,815,95.41,719.59
BLICKMAN INC.,01-East,739541100,23069.76,3433.81,19635.95
BLOOM ENERGY CORPORATION,01-East,777907250,3930,2688,1242
BLOUNT BOATS INC.,01-East,768133000,2592,706.53,1885.47
BLOXR CORPORATION,01-East,733525500,5840,563.15,5276.85
BLOXR CORPORATION,01-East,733464600,2960,349.71,2610.29
BLOXR CORPORATION,01-East,733444200,1676,193.2,1482.8
BLOXR CORPORATION,01-East,733464500,1252,130.1,1121.9
BLUE RIDGE HOME,02-Central,739561200,424.96,76.67,348.29
BLUE STREAK FAB &,02-Central,764821000,2580,92.14,2487.86
BLUE STREAK FAB &,02-Central,733444300,2072,272.1,1799.9
BLUE STREAK FAB &,02-Central,734311100,1773.86,155.65,1618.21
BLUE STREAK FAB &,02-Central,764821073,894,72.9,821.1
BLUE STREAK FAB &,02-Central,727000140,693.6,50.14,643.46
